"Time Interval","Reserve Type","Type of Product","Source","Up price","Down Price","Currency","Price type"
"25.10.2023 15:00 - 25.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.52","61.52","EUR","MARGINAL"
"25.10.2023 16:00 - 25.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.97","64.97","EUR","MARGINAL"
"25.10.2023 17:00 - 25.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.04","65.04","EUR","MARGINAL"
"25.10.2023 18:00 - 25.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.1","65.1","EUR","MARGINAL"
"25.10.2023 19:00 - 25.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.38","64.38","EUR","MARGINAL"
"25.10.2023 20:00 - 25.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.98","61.98","EUR","MARGINAL"
"25.10.2023 21:00 - 25.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.54","63.54","EUR","MARGINAL"
"25.10.2023 22:00 - 25.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.84","61.84","EUR","MARGINAL"
"25.10.2023 23:00 - 26.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.41","50","EUR","MARGINAL"
"26.10.2023 00:00 - 26.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.08","61.08","EUR","MARGINAL"
"26.10.2023 01:00 - 26.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.78","58.78","EUR","MARGINAL"
"26.10.2023 02:00 - 26.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59.06","45","EUR","MARGINAL"
"26.10.2023 03:00 - 26.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59.81","40.5","EUR","MARGINAL"
"26.10.2023 04:00 - 26.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59.99","40.5","EUR","MARGINAL"
"26.10.2023 05:00 - 26.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.08","42.5","EUR","MARGINAL"
"26.10.2023 06:00 - 26.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.97","45.5","EUR","MARGINAL"
"26.10.2023 07:00 - 26.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.9","65.9","EUR","MARGINAL"
"26.10.2023 08:00 - 26.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.4","67.4","EUR","MARGINAL"
"26.10.2023 09:00 - 26.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","68.42","EUR","MARGINAL"
"26.10.2023 10:00 - 26.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","68.45","EUR","MARGINAL"
"26.10.2023 11:00 - 26.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","72.05","EUR","MARGINAL"
"26.10.2023 12:00 - 26.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","72.02","EUR","MARGINAL"
"26.10.2023 13:00 - 26.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","69.97","EUR","MARGINAL"
"26.10.2023 14:00 - 26.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.85","67.85","EUR","MARGINAL"
"26.10.2023 15:00 - 26.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","70.79","EUR","MARGINAL"
"26.10.2023 16:00 - 26.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","71.36","EUR","MARGINAL"
"26.10.2023 17:00 - 26.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110","79.35","EUR","MARGINAL"
"26.10.2023 18:00 - 26.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"160","76.04","EUR","MARGINAL"
"26.10.2023 19:00 - 26.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100","68.49","EUR","MARGINAL"
"26.10.2023 20:00 - 26.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85","66.53","EUR","MARGINAL"
"26.10.2023 21:00 - 26.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","66.09","EUR","MARGINAL"
"26.10.2023 22:00 - 26.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.41","65.41","EUR","MARGINAL"
"26.10.2023 23:00 - 27.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.03","65.03","EUR","MARGINAL"
"27.10.2023 00:00 - 27.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.32","67.32","EUR","MARGINAL"
"27.10.2023 01:00 - 27.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.84","61","EUR","MARGINAL"
"27.10.2023 02:00 - 27.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.79","60","EUR","MARGINAL"
"27.10.2023 03:00 - 27.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.79","60","EUR","MARGINAL"
"27.10.2023 04:00 - 27.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.8","60","EUR","MARGINAL"
"27.10.2023 05:00 - 27.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.15","60","EUR","MARGINAL"
"27.10.2023 06:00 - 27.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"71.26","71.26","EUR","MARGINAL"
"27.10.2023 07:00 - 27.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.14","106.14","EUR","MARGINAL"
"27.10.2023 08:00 - 27.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"149.6","149.6","EUR","MARGINAL"
"27.10.2023 09:00 - 27.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","147.97","EUR","MARGINAL"
"27.10.2023 10:00 - 27.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","108.46","EUR","MARGINAL"
"27.10.2023 11:00 - 27.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","108.52","EUR","MARGINAL"
"27.10.2023 12:00 - 27.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120","118.6","EUR","MARGINAL"
"27.10.2023 13:00 - 27.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.4","106.4","EUR","MARGINAL"
"27.10.2023 14:00 - 27.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.42","98.42","EUR","MARGINAL"
"27.10.2023 15:00 - 27.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.9","64.5","EUR","MARGINAL"
"27.10.2023 16:00 - 27.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.67","64","EUR","MARGINAL"
"27.10.2023 17:00 - 27.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"121.85","74.5","EUR","MARGINAL"
"27.10.2023 18:00 - 27.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"135.42","84.5","EUR","MARGINAL"
"27.10.2023 19:00 - 27.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.99","61","EUR","MARGINAL"
"27.10.2023 20:00 - 27.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"73.84","61","EUR","MARGINAL"
"27.10.2023 21:00 - 27.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.6","61","EUR","MARGINAL"
"27.10.2023 22:00 - 27.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.44","61","EUR","MARGINAL"
"27.10.2023 23:00 - 28.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.23","59.5","EUR","MARGINAL"
"28.10.2023 00:00 - 28.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.7","60","EUR","MARGINAL"
"28.10.2023 01:00 - 28.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.48","57.5","EUR","MARGINAL"
"28.10.2023 02:00 - 28.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.59","57.62","EUR","MARGINAL"
"28.10.2023 03:00 - 28.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"56.82","42","EUR","MARGINAL"
"28.10.2023 04:00 - 28.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.73","50","EUR","MARGINAL"
"28.10.2023 05:00 - 28.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.26","55","EUR","MARGINAL"
"28.10.2023 06:00 - 28.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.41","55","EUR","MARGINAL"
"28.10.2023 07:00 - 28.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.45","63.5","EUR","MARGINAL"
"28.10.2023 08:00 - 28.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.68","62.5","EUR","MARGINAL"
"28.10.2023 09:00 - 28.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86.87","62.5","EUR","MARGINAL"
"28.10.2023 10:00 - 28.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.19","62.5","EUR","MARGINAL"
"28.10.2023 11:00 - 28.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.75","62.5","EUR","MARGINAL"
"28.10.2023 12:00 - 28.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.18","62.5","EUR","MARGINAL"
"28.10.2023 13:00 - 28.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.27","66.27","EUR","MARGINAL"
"28.10.2023 14:00 - 28.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"71.15","71.15","EUR","MARGINAL"
"28.10.2023 15:00 - 28.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"75.94","75.94","EUR","MARGINAL"
"28.10.2023 16:00 - 28.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","85.05","EUR","MARGINAL"
"28.10.2023 17:00 - 28.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.74","119.74","EUR","MARGINAL"
"28.10.2023 18:00 - 28.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"139","138.93","EUR","MARGINAL"
"28.10.2023 19:00 - 28.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89.95","89.95","EUR","MARGINAL"
"28.10.2023 20:00 - 28.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.79","68.79","EUR","MARGINAL"
"28.10.2023 21:00 - 28.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.91","61.91","EUR","MARGINAL"
"28.10.2023 22:00 - 28.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.54","58.54","EUR","MARGINAL"
"28.10.2023 23:00 - 29.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"50.65","42.5","EUR","MARGINAL"
"29.10.2023 00:00 - 29.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"49.56","37","EUR","MARGINAL"
"29.10.2023 01:00 - 29.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"39.69","31","EUR","MARGINAL"
"29.10.2023 02:00 - 29.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.34","9","EUR","MARGINAL"
"29.10.2023 02:00 - 29.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.35","5.7","EUR","MARGINAL"
"29.10.2023 03:00 - 29.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21.15","1.5","EUR","MARGINAL"
"29.10.2023 04:00 - 29.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21.95","1.5","EUR","MARGINAL"
"29.10.2023 05:00 - 29.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.83","1.22","EUR","MARGINAL"
"29.10.2023 06:00 - 29.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.01","1.21","EUR","MARGINAL"
"29.10.2023 07:00 - 29.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"32.62","6","EUR","MARGINAL"
"29.10.2023 08:00 - 29.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"37.32","12","EUR","MARGINAL"
"29.10.2023 09:00 - 29.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"40","16","EUR","MARGINAL"
"29.10.2023 10:00 - 29.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.13","34.5","EUR","MARGINAL"
"29.10.2023 11:00 - 29.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.35","42.35","EUR","MARGINAL"
"29.10.2023 12:00 - 29.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"41.82","41.82","EUR","MARGINAL"
"29.10.2023 13:00 - 29.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"41.74","41.74","EUR","MARGINAL"
"29.10.2023 14:00 - 29.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.59","42.59","EUR","MARGINAL"
"29.10.2023 15:00 - 29.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.01","55.01","EUR","MARGINAL"
"29.10.2023 16:00 - 29.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.66","60.66","EUR","MARGINAL"
"29.10.2023 17:00 - 29.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.83","65.83","EUR","MARGINAL"
"29.10.2023 18:00 - 29.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.05","68.05","EUR","MARGINAL"
"29.10.2023 19:00 - 29.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.42","65.42","EUR","MARGINAL"
"29.10.2023 20:00 - 29.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.78","44","EUR","MARGINAL"
"29.10.2023 21:00 - 29.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.75","38.5","EUR","MARGINAL"
"29.10.2023 22:00 - 29.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"52.07","38.5","EUR","MARGINAL"
"29.10.2023 23:00 - 30.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"41.04","31","EUR","MARGINAL"
"30.10.2023 00:00 - 30.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"41","18.56","EUR","MARGINAL"
"30.10.2023 01:00 - 30.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"30","12.58","EUR","MARGINAL"
"30.10.2023 02:00 - 30.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"31","11.85","EUR","MARGINAL"
"30.10.2023 03:00 - 30.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"30","11.56","EUR","MARGINAL"
"30.10.2023 04:00 - 30.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47.5","20.23","EUR","MARGINAL"
"30.10.2023 05:00 - 30.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62","48.78","EUR","MARGINAL"
"30.10.2023 06:00 - 30.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62","59.31","EUR","MARGINAL"
"30.10.2023 07:00 - 30.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.14","77.14","EUR","MARGINAL"
"30.10.2023 08:00 - 30.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"81.96","64","EUR","MARGINAL"
"30.10.2023 09:00 - 30.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.25","77.25","EUR","MARGINAL"
"30.10.2023 10:00 - 30.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"74.03","74.03","EUR","MARGINAL"
"30.10.2023 11:00 - 30.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.32","72.32","EUR","MARGINAL"
"30.10.2023 12:00 - 30.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"71.03","71.03","EUR","MARGINAL"
"30.10.2023 13:00 - 30.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.82","72.82","EUR","MARGINAL"
"30.10.2023 14:00 - 30.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"81.14","81.14","EUR","MARGINAL"
"30.10.2023 15:00 - 30.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.75","88.75","EUR","MARGINAL"
"30.10.2023 16:00 - 30.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108","95.3","EUR","MARGINAL"
"30.10.2023 17:00 - 30.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"568.23","108.07","EUR","MARGINAL"
"30.10.2023 18:00 - 30.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"568.23","100.76","EUR","MARGINAL"
"30.10.2023 19:00 - 30.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"210","86.53","EUR","MARGINAL"
"30.10.2023 20:00 - 30.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"87","78.32","EUR","MARGINAL"
"30.10.2023 21:00 - 30.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.19","77.19","EUR","MARGINAL"
"30.10.2023 22:00 - 30.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.28","79.28","EUR","MARGINAL"
"30.10.2023 23:00 - 31.10.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.61","79.61","EUR","MARGINAL"
"31.10.2023 00:00 - 31.10.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"78.88","78.88","EUR","MARGINAL"
"31.10.2023 01:00 - 31.10.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"74.81","74.81","EUR","MARGINAL"
"31.10.2023 02:00 - 31.10.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.66","69.66","EUR","MARGINAL"
"31.10.2023 03:00 - 31.10.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.8","64.8","EUR","MARGINAL"
"31.10.2023 04:00 - 31.10.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.8","62.8","EUR","MARGINAL"
"31.10.2023 05:00 - 31.10.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.94","68.94","EUR","MARGINAL"
"31.10.2023 06:00 - 31.10.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.92","63.775","EUR","MARGINAL"
"31.10.2023 07:00 - 31.10.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.06","104.06","EUR","MARGINAL"
"31.10.2023 08:00 - 31.10.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110","104.67","EUR","MARGINAL"
"31.10.2023 09:00 - 31.10.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105","97.38","EUR","MARGINAL"
"31.10.2023 10:00 - 31.10.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94","90.12","EUR","MARGINAL"
"31.10.2023 11:00 - 31.10.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.79","98.79","EUR","MARGINAL"
"31.10.2023 12:00 - 31.10.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.35","74","EUR","MARGINAL"
"31.10.2023 13:00 - 31.10.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.74","66.991","EUR","MARGINAL"
"31.10.2023 14:00 - 31.10.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.72","68.5","EUR","MARGINAL"
"31.10.2023 15:00 - 31.10.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"113.87","71","EUR","MARGINAL"
"31.10.2023 16:00 - 31.10.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"140","130.78","EUR","MARGINAL"
"31.10.2023 17:00 - 31.10.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"158","156.63","EUR","MARGINAL"
"31.10.2023 18:00 - 31.10.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"170","166.54","EUR","MARGINAL"
"31.10.2023 19:00 - 31.10.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"150","94.57","EUR","MARGINAL"
"31.10.2023 20:00 - 31.10.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120","90.21","EUR","MARGINAL"
"31.10.2023 21:00 - 31.10.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104","88.77","EUR","MARGINAL"
"31.10.2023 22:00 - 31.10.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","83.8","EUR","MARGINAL"
"31.10.2023 23:00 - 01.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","79.99","EUR","MARGINAL"
"01.11.2023 00:00 - 01.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"81","69.62","EUR","MARGINAL"
"01.11.2023 01:00 - 01.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.58","65.58","EUR","MARGINAL"
"01.11.2023 02:00 - 01.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.79","60.79","EUR","MARGINAL"
"01.11.2023 03:00 - 01.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.98","58.98","EUR","MARGINAL"
"01.11.2023 04:00 - 01.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.94","58.94","EUR","MARGINAL"
"01.11.2023 05:00 - 01.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.55","63.55","EUR","MARGINAL"
"01.11.2023 06:00 - 01.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.98","69.98","EUR","MARGINAL"
"01.11.2023 07:00 - 01.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.5","77.47","EUR","MARGINAL"
"01.11.2023 08:00 - 01.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.5","75.74","EUR","MARGINAL"
"01.11.2023 09:00 - 01.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"78","69.23","EUR","MARGINAL"
"01.11.2023 10:00 - 01.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72","63.38","EUR","MARGINAL"
"01.11.2023 11:00 - 01.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.5","57.79","EUR","MARGINAL"
"01.11.2023 12:00 - 01.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"76","55.45","EUR","MARGINAL"
"01.11.2023 13:00 - 01.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"75","57.62","EUR","MARGINAL"
"01.11.2023 14:00 - 01.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.5","63.93","EUR","MARGINAL"
"01.11.2023 15:00 - 01.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83","67.9","EUR","MARGINAL"
"01.11.2023 16:00 - 01.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85","70.88","EUR","MARGINAL"
"01.11.2023 17:00 - 01.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"92","73.8","EUR","MARGINAL"
"01.11.2023 18:00 - 01.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85","71.09","EUR","MARGINAL"
"01.11.2023 19:00 - 01.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"75","64.97","EUR","MARGINAL"
"01.11.2023 20:00 - 01.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"70","56.92","EUR","MARGINAL"
"01.11.2023 21:00 - 01.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","52.66","EUR","MARGINAL"
"01.11.2023 22:00 - 01.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"73.5","50","EUR","MARGINAL"
"01.11.2023 23:00 - 02.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","48.49","EUR","MARGINAL"
"02.11.2023 00:00 - 02.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59","46.42","EUR","MARGINAL"
"02.11.2023 01:00 - 02.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","44","EUR","MARGINAL"
"02.11.2023 02:00 - 02.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.5","40.96","EUR","MARGINAL"
"02.11.2023 03:00 - 02.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48","27.14","EUR","MARGINAL"
"02.11.2023 04:00 - 02.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48","15.63","EUR","MARGINAL"
"02.11.2023 05:00 - 02.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"50","44.01","EUR","MARGINAL"
"02.11.2023 06:00 - 02.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.54","55.54","EUR","MARGINAL"
"02.11.2023 07:00 - 02.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.18","61.5","EUR","MARGINAL"
"02.11.2023 08:00 - 02.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"75.89","60.5","EUR","MARGINAL"
"02.11.2023 09:00 - 02.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.16","61.5","EUR","MARGINAL"
"02.11.2023 10:00 - 02.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.01","53.59","EUR","MARGINAL"
"02.11.2023 11:00 - 02.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.67","53.59","EUR","MARGINAL"
"02.11.2023 12:00 - 02.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.17","61.17","EUR","MARGINAL"
"02.11.2023 13:00 - 02.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.14","61.14","EUR","MARGINAL"
"02.11.2023 14:00 - 02.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.09","64.09","EUR","MARGINAL"
"02.11.2023 15:00 - 02.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.41","63.41","EUR","MARGINAL"
"02.11.2023 16:00 - 02.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.54","64.54","EUR","MARGINAL"
"02.11.2023 17:00 - 02.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.1","63.1","EUR","MARGINAL"
"02.11.2023 18:00 - 02.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.9","53","EUR","MARGINAL"
"02.11.2023 19:00 - 02.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.55","53.5","EUR","MARGINAL"
"02.11.2023 20:00 - 02.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59.26","47","EUR","MARGINAL"
